Origin,Original_Sentence,Generated_Sentence,BLEU_Score,Label,Tag,logic_words
Synthetic,Charlie is strong.,Charlie is not weak.,23.64354023,1,Double negation law,None
Synthetic,Charlie is powerful.,Charlie isn't powerless.,9.652434877,1,Double negation law,None
Synthetic,Charlie is angry.,Charlie is not unangry.,23.64354023,1,Double negation law,None
Synthetic,Dave is beautiful.,Dave isn't ugly.,9.652434877,1,Double negation law,None
Synthetic,Dave is strong.,Dave is not weak.,23.64354023,1,Double negation law,None
Synthetic,Dave is powerful.,Dave isn't powerless.,9.652434877,1,Double negation law,None
Synthetic,Dave is angry.,Dave is not unangry.,23.64354023,1,Double negation law,None
Synthetic,Erin is beautiful.,Erin isn't ugly.,9.652434877,1,Double negation law,None
Synthetic,Erin is strong.,Erin is not weak.,23.64354023,1,Double negation law,None
Synthetic,Erin is powerful.,Erin is not powerless.,23.64354023,1,Double negation law,None
Synthetic,Erin is angry.,Erin is not unangry.,23.64354023,1,Double negation law,None
Synthetic,Harry is beautiful.,Harry isn't ugly.,9.652434877,1,Double negation law,None
Synthetic,Harry is strong.,Harry is not weak.,23.64354023,1,Double negation law,None
Synthetic,Harry is powerful.,Harry isn't powerless.,9.652434877,1,Double negation law,None
Synthetic,Harry is angry.,Harry is not unangry.,23.64354023,1,Double negation law,None
Synthetic,Gary is beautiful.,Gary isn't ugly.,9.652434877,1,Double negation law,None
Synthetic,Gary is strong.,Gary is not weak.,23.64354023,1,Double negation law,None
Synthetic,Gary is powerful.,Gary is not powerless.,23.64354023,1,Double negation law,None
Synthetic,Gary is angry.,Gary is not unangry.,23.64354023,1,Double negation law,None
Synthetic,Fiona is beautiful.,Fiona isn't ugly.,9.652434877,1,Double negation law,None
Synthetic,Fiona is strong.,Fiona is not weak.,23.64354023,1,Double negation law,None
Synthetic,Fiona is powerful.,Fiona isn't powerless.,9.652434877,1,Double negation law,None
Synthetic,Fiona is angry.,Fiona is not unangry.,23.64354023,1,Double negation law,None
Synthetic,the bald eagle is beautiful.,The bald eagle is ugly.,32.46679155,0,Double negation law,None
Synthetic,the bald eagle is strong.,The bald eagle was weak.,17.9652056,0,Double negation law,None
Synthetic,the bald eagle is powerful.,The bald eagle is powerless.,32.46679155,0,Double negation law,None
Synthetic,the bald eagle is angry.,The bald eagle was unangry.,17.9652056,0,Double negation law,None
Synthetic,the tiger is beautiful.,The Tiger is ugly.,12.7033187,0,Double negation law,None
Synthetic,the tiger is strong.,Tigers are weak.,12.44023475,0,Double negation law,None
Synthetic,the tiger is powerful.,Tigers are powerless.,12.44023475,0,Double negation law,None
Synthetic,the bear is beautiful.,The bear is ugly.,23.64354023,0,Double negation law,None
Synthetic,the bear is strong.,The bear is weak.,23.64354023,0,Double negation law,None
Synthetic,the bear is powerful.,The bear is powerless.,23.64354023,0,Double negation law,None
Synthetic,the bear is angry.,The bear was unangry.,12.7033187,0,Double negation law,None
Synthetic,the lion is beautiful.,The lion is ugly.,23.64354023,0,Double negation law,None
Synthetic,the lion is strong.,The Lion is weak.,12.7033187,0,Double negation law,None
Synthetic,the lion is powerful.,The Lion is powerless.,12.7033187,0,Double negation law,None
Synthetic,the lion is angry.,The Lion was unangry.,10.68217516,0,Double negation law,None
Synthetic,the wolf is beautiful.,The wolf is ugly.,23.64354023,0,Double negation law,None
Synthetic,the wolf is strong.,The Wolf is weak.,12.7033187,0,Double negation law,None
Synthetic,the wolf is powerful.,The Wolf is powerless.,12.7033187,0,Double negation law,None
Synthetic,the wolf is angry.,The Wolf was unangry.,10.68217516,0,Double negation law,None
Synthetic,the crocodile is beautiful.,The crocodile is ugly.,23.64354023,0,Double negation law,None
Synthetic,the crocodile is strong.,Crocodiles are weak.,12.44023475,0,Double negation law,None
Synthetic,the crocodile is powerful.,Crocodiles are powerless.,12.44023475,0,Double negation law,None
Synthetic,the crocodile is angry.,Crocodiles are unangry.,12.44023475,0,Double negation law,None
Synthetic,the dinosaur is beautiful.,The dinosaurs are ugly.,10.68217516,0,Double negation law,None
Synthetic,the dinosaur is strong.,The dinosaurs are weak.,10.68217516,0,Double negation law,None
Synthetic,the dinosaur is powerful.,The dinosaurs are powerless.,10.68217516,0,Double negation law,None
Synthetic,the dinosaur is angry.,The dinosaurs are unangry.,10.68217516,0,Double negation law,None
Synthetic,the snake is beautiful.,The snake is ugly.,23.64354023,0,Double negation law,None
Synthetic,the snake is strong.,The snake is weak.,23.64354023,0,Double negation law,None
Synthetic,the snake is powerful.,The snake is powerless.,23.64354023,0,Double negation law,None
Synthetic,the snake is angry.,The snake was unangry.,12.7033187,0,Double negation law,None
Synthetic,the leopard is beautiful.,The leopard is ugly.,23.64354023,0,Double negation law,None
Synthetic,the leopard is strong.,The leopard is weak.,23.64354023,0,Double negation law,None
Synthetic,the leopard is powerful.,The leopard is powerless.,23.64354023,0,Double negation law,None
Synthetic,the leopard is angry.,The leopard is unangry.,23.64354023,0,Double negation law,None
Synthetic,the cat is beautiful.,The cat is ugly.,23.64354023,0,Double negation law,None
Synthetic,the cat is strong.,The cat is weak.,23.64354023,0,Double negation law,None
Synthetic,the cat is powerful.,The cat is powerless.,23.64354023,0,Double negation law,None
Synthetic,the cat is angry.,The cat was unangry.,12.7033187,0,Double negation law,None
Synthetic,the dog is beautiful.,The dog is ugly.,23.64354023,0,Double negation law,None
Synthetic,the dog is strong.,The dog is weak.,23.64354023,0,Double negation law,None
Synthetic,the dog is powerful.,The dog is powerless.,23.64354023,0,Double negation law,None
Synthetic,the dog is angry.,The dog was unangry.,12.7033187,0,Double negation law,None
Synthetic,the mouse is beautiful.,The mouse is ugly.,23.64354023,0,Double negation law,None
Synthetic,the mouse is strong.,The mouse is weak.,23.64354023,0,Double negation law,None
Synthetic,the mouse is powerful.,The mouse is powerless.,23.64354023,0,Double negation law,None
Synthetic,the mouse is angry.,The mouse was unangry.,12.7033187,0,Double negation law,None
Synthetic,the rabbit is beautiful.,The rabbit is ugly.,23.64354023,0,Double negation law,None
Synthetic,the rabbit is strong.,The rabbit is weak.,23.64354023,0,Double negation law,None
Synthetic,the rabbit is powerful.,The rabbit is powerless.,23.64354023,0,Double negation law,None
Synthetic,the squirrel is beautiful.,The squirrel is ugly.,23.64354023,0,Double negation law,None
Synthetic,the squirrel is strong.,The squirrel is weak.,23.64354023,0,Double negation law,None
Synthetic,the squirrel is powerful.,The squirrel is powerless.,23.64354023,0,Double negation law,None
Synthetic,the squirrel is angry.,The squirrel was unangry.,12.7033187,0,Double negation law,None
Synthetic,Anne is beautiful.,Anne is ugly.,35.35533906,0,Double negation law,None
Synthetic,Anne is strong.,Anne is weak.,35.35533906,0,Double negation law,None
Synthetic,Anne is powerful.,Anne is powerless.,35.35533906,0,Double negation law,None
Synthetic,Anne is angry.,Anne was unangry.,18.99589214,0,Double negation law,None
Synthetic,Alan is beautiful.,Alan is ugly.,35.35533906,0,Double negation law,None
Synthetic,Alan is strong.,Alan is weak.,35.35533906,0,Double negation law,None
Synthetic,Alan is powerful.,Alan is powerless.,35.35533906,0,Double negation law,None
Synthetic,Alan is angry.,Alan was unangry.,18.99589214,0,Double negation law,None
Synthetic,Bob is beautiful.,Bob is ugly.,35.35533906,0,Double negation law,None
Synthetic,Bob is strong.,Bob is weak.,35.35533906,0,Double negation law,None
Synthetic,Bob is powerful.,Bob is powerless.,35.35533906,0,Double negation law,None
Synthetic,Bob is angry.,Bob was unangry.,18.99589214,0,Double negation law,None
Synthetic,Charlie is beautiful.,Charlie is ugly.,35.35533906,0,Double negation law,None
Synthetic,Charlie is strong.,Charlie is weak.,35.35533906,0,Double negation law,None
Synthetic,Charlie is powerful.,Charlie is powerless.,35.35533906,0,Double negation law,None
Synthetic,Charlie is angry.,Charlie was unangry.,18.99589214,0,Double negation law,None
Synthetic,Dave is beautiful.,Dave is ugly.,35.35533906,0,Double negation law,None
Synthetic,Dave is strong.,Dave is weak.,35.35533906,0,Double negation law,None
Synthetic,Dave is powerful.,Dave is powerless.,35.35533906,0,Double negation law,None
Synthetic,Dave is angry.,Dave is unangry.,35.35533906,0,Double negation law,None
Synthetic,Erin is beautiful.,Erin is ugly.,35.35533906,0,Double negation law,None
Synthetic,Erin is strong.,Erin is weak.,35.35533906,0,Double negation law,None
Synthetic,Erin is powerful.,Erin is powerless.,35.35533906,0,Double negation law,None
Synthetic,Erin is angry.,Erin was unangry.,18.99589214,0,Double negation law,None
Synthetic,Harry is beautiful.,Harry is ugly.,35.35533906,0,Double negation law,None
Synthetic,Harry is strong.,Harry is weak.,35.35533906,0,Double negation law,None
Synthetic,Harry is powerful.,Harry is powerless.,35.35533906,0,Double negation law,None
Synthetic,Harry is angry.,Harry was unangry.,18.99589214,0,Double negation law,None
Synthetic,Gary is beautiful.,Gary is ugly.,35.35533906,0,Double negation law,None
Synthetic,Gary is strong.,Gary is weak.,35.35533906,0,Double negation law,None
Synthetic,Gary is powerful.,Gary is powerless.,35.35533906,0,Double negation law,None
Synthetic,Gary is angry.,Gary is unangry.,35.35533906,0,Double negation law,None
Synthetic,Fiona is beautiful.,Fiona is ugly.,35.35533906,0,Double negation law,None
Synthetic,Fiona is strong.,Fiona is weak.,35.35533906,0,Double negation law,None
Synthetic,Fiona is powerful.,Fiona is powerless.,35.35533906,0,Double negation law,None
Synthetic,Fiona is angry.,Fiona was unangry.,18.99589214,0,Double negation law,None
Synthetic,"If the bald eagle is kind, then the wolf is not rough.","When the Wolf is rough, the bald eagle is not kind.",24.77901732,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not kind, then Erin is not thin.","If Erin is thin, the bald eagle will be kind.",15.95645056,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not kind, then Erin is not thin.",Erin wouldn't be thin if a bald eagle was kind.,7.52885143,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is quiet, then Anne is not little.","If Anne were little, the bald eagles wouldn't be quiet.",8.032276873,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is quiet, then Anne is not little.",Anne is nothing little unless the bald eagle is quiet.,35.82589202,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not quiet, then the squirrel is not cute.","If the squirrel was cute, the bald eagle would be quiet.",15.84213254,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not quiet, then the squirrel is not cute.",The squirrel isn't cute when the bald eagle is quiet.,19.71816302,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is round, then the cat is nice.","If the cat wasn't nice, the bald eagle wouldn't be round.",13.67919212,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is round, then the cat is nice.","A nice cat, without a round bald eagle.",8.503662879,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not round, then the lion is not rough.","If the Lion is rough, the bald eagle is round.",22.84772366,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is nice, then the bear is slow.",Banned eagles aren't nice if bears aren't slow.,6.837203339,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is nice, then the bear is slow.",Bears are slow if the bald eagles aren't nice.,7.835643839,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not nice, then the wolf is angry.",A bald eagle would be nice if the wolf wasn't angry.,10.22400368,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not nice, then the wolf is angry.","If the bald eagle was nice, the wolf would be angry.",26.77680296,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is smart, then the mouse is angry.","If the mouse wasn't angry, the bald eagle wouldn't be smart.",13.67919212,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is smart, then the mouse is angry.","If the bald eagle wasn't smart, the mouse would be angry.",24.60137258,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not smart, then Alan is not smart.","If Alan was smart, he'd be a smart bald eagle.",9.552040807,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not smart, then Alan is not smart.",Alan isn't smart if he's a bald eagle.,7.193386833,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is clever, then the dog is not sleepy.",The bald eagle isn't clever if the dog is sleepy.,16.18055474,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is clever, then the dog is not sleepy.","If the bald eagle wasn't clever, the dog wouldn't be sleepy.",21.40909266,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not clever, then the wolf is not smart.","If the Wolf is smart, the bald eagle is clever.",22.84772366,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not clever, then the wolf is not smart.",The wolf isn't smart if the bald eagle is clever.,19.71816302,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is dull, then Bob is lazy.","If Bob wasn't lazy, the bald eagle wouldn't be dull.",11.98091453,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is dull, then Bob is lazy.","If a bald eagle wasn't dull, Bob would have been lazy.",9.782375749,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not dull, then the crocodile is not sad.",Blistering eagles are dull when crocodiles are sad.,5.417921592,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is rough, then the rabbit is not rough.","If not bald eagles, bunnies aren't rough.",7.510002314,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not rough, then the dog is not short.",BSEs are rough if the dog is short.,11.99183174,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not rough, then the dog is not short.","If the bald eagle is rough, the dog isn't short.",34.67193898,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is lazy, then the cat is tiny.",The cat is tiny if not lazy bald eagle.,15.82709999,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not lazy, then the dinosaur is furry.","If the bald eagle was lazy, the dinosaurs would be furry.",24.91862295,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is slow, then the lion is not beautiful.","The bald eagle is slow, but the lion is beautiful.",39.44214115,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is slow, then the lion is not beautiful.",The lion isn't beautiful without a slow bald eagle.,7.545339614,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not slow, then the cat is not round.",The bald eagle is slow when the cat is round.,19.08519347,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not slow, then the cat is not round.","Slowly, the bald eagle, the cat won't round.",14.98256392,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is sleepy, then the wolf is reckless.","If the wolf wasn't reckless, the bald eagle wouldn't be sleepy.",13.67919212,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is sleepy, then the wolf is reckless.","If the bald eagle wasn't sleepy, the wolf would have been reckless.",22.89415686,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not sleepy, then Anne is not slow.","If Anne was slow, the bald eagle would be sleepy.",14.04345942,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not sleepy, then Anne is not slow.","Anne is slow, if the bald eagle is sleepy.",24.13499714,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is boring, then Erin is not heavy.","If Erin is heavy, the bald eagle won't bore.",16.74765945,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is boring, then Erin is not heavy.",Erin wouldn't be heavy if the bald eagle wasn't boring.,12.09034063,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not boring, then Bob is tiny.","If Bob wasn't tiny, the bald eagle would be boring.",13.91231164,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not boring, then Bob is tiny.","If a bald eagle was boring, Bob would be tiny.",11.59805053,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is tired, then Bob is huge.",Bob would be huge if the bald eagle wasn't tired.,14.21167244,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not tired, then the lion is not lazy.","The bald eagle gets tired of being lazy, if the lion is.",14.33511159,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not tired, then the lion is not lazy.","If the bald eagle is tired, the lion isn't lazy.",34.67193898,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is reckless, then Charlie is not awful.",Charlie isn't awful unless he's a reckless bald eagle.,7.474875887,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not reckless, then the dinosaur is awful.",The dinosaurs would be awful if the bald eagles were reckless.,7.209140349,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is furry, then the squirrel is not boring.","If the squirrels were bored, the bald eagles wouldn't be furry.",8.549161846,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is furry, then the squirrel is not boring.","If the bald eagle wasn't furry, squirrels wouldn't be bored.",18.92240569,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not furry, then the cat is not strong.",A bald eagle is furry when a cat is strong.,14.73748697,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not furry, then the cat is not strong.",A cat is weak if a bald eagle is furry.,13.26449631,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is small, then the dog is angry.",The bald eagle is not small unless the dog is angry.,40.17682559,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is small, then the dog is angry.","If the bald eagle wasn't small, the dog would be angry.",24.60137258,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not small, then the bald eagle is beautiful.","If the bald eagle wasn't beautiful, it would be small.",19.68466123,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not small, then the bald eagle is beautiful.",The bald eagle is beautiful if it is small.,18.32556813,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is cute, then the dog is rough.",A bald eagle isn't cute if the dog isn't rough.,9.461202844,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is cute, then the dog is rough.","If the bald eagle wasn't cute, the dog would be rough.",24.60137258,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not cute, then the tiger is not awful.",Tigers aren't awful if a bald eagle is cute.,11.67508583,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is lovely, then the squirrel is thin.",The bald eagle isn't lovely without the squirrels thin.,9.752759118,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is lovely, then the squirrel is thin.","If the bald eagle wasn't lovely, the squirrels would be thin.",22.89415686,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not lovely, then Bob is not big.","If the bald eagle was lovely, Bob wouldn't be big.",24.73997734,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is beautiful, then the snake is not boring.",The bald eagle isn't beautiful if the snake is boring.,16.18055474,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is beautiful, then the snake is not boring.","If the bald eagle wasn't beautiful, the snake wouldn't be boring.",21.40909266,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not beautiful, then the lion is not nice.",A bald eagle is beautiful if the lion is nice.,19.08519347,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not beautiful, then the lion is not nice.",A lion isn't nice when a bald eagle is beautiful.,12.18514365,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is funny, then the cat is kind.",The bald eagle isn't funny unless the cat is kind.,34.38931218,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is funny, then the cat is kind.","The cat is kind, if the bald eagle isn't funny.",19.67497981,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not funny, then Charlie is not heavy.","If Charlie was heavy, the bald eagle would be funny.",14.04345942,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not funny, then Charlie is not heavy.",Charlie isn't heavy if the bald eagle is funny.,21.34144323,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is big, then the bear is not round.",The bald eagle is not big if the bear is round.,22.56582879,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is big, then the bear is not round.","If the bald eagle wasn't big, the bear wouldn't have been round.",20.10537345,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not big, then the lion is not short.",The bald eagle would be big if the lion was short.,9.495210483,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not big, then the lion is not short.","If the bald eagle was big, the lion wouldn't be short.",24.60137258,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is strong, then the wolf is not fierce.",A bald eagle is not strong if a wolf is fierce.,17.65871534,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is strong, then the wolf is not fierce.",A wolf isn't fierce unless it's a strong bald eagle.,6.917184228,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not strong, then the wolf is poor.","If the wolf wasn't poor, the bald eagle would be strong.",15.71887736,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not strong, then the wolf is poor.",A wolf is poor if a bald eagle is strong.,19.19385677,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is awful, then the wolf is not awful.","If not awful, a bald eagle, the wolf isn't awful.",11.75260205,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not awful, then the tiger is tiny.","If a bald eagle was awful, the tiger would be tiny.",11.78328928,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is fierce, then the wolf is lazy.",A wolf is lazy when a bald eagle isn't fierce.,15.72780094,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not fierce, then the bear is short.","If bears aren't short, the bald eagle will be fierce.",13.50862566,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not fierce, then the bear is short.","If the bald eagle was fierce, the bear would be short.",26.77680296,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is heavy, then the rabbit is not powerful.",The bald eagle is not heavy unless the rabbit is powerful.,22.56582879,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is heavy, then the rabbit is not powerful.",The rabbit isn't powerful unless it's a heavy bald eagle.,6.917184228,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not heavy, then the mouse is not big.",The mouse isn't big unless the bald eagle is heavy.,19.71816302,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is horrible, then the dog is not poor.","If the dog is poor, the bald eagle isn't horrible.",21.87405716,1,Contraposition law,"if,then"
