Origin,Original_Sentence,Generated_Sentence,BLEU_Score,Label,Tag,logic_words
Synthetic,"If the bald eagle is not beautiful, then Erin is not nice.","If Erin was nice, the bald eagle would be beautiful.",14.043459416399545,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not beautiful, then Erin is not nice.","If the bald eagle was beautiful, Erin would not have been nice.",25.400289715190983,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is funny, then the bear is funny.","If bears aren't funny, then bald eagles aren't funny.",13.380161378318954,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is funny, then the bear is funny.","If the bald eagle wasn't funny, then a bear would have been funny.",23.693055763743093,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not funny, then the rabbit is quiet.",The bald eagle is funny when the bunny isn't quiet.,14.563331524569785,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not funny, then the rabbit is quiet.","If the bald eagle was funny, the bunny would be quiet.",24.918622945587313,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is big, then the squirrel is not furry.",A squirrel is not furry unless it's a big bald eagle.,22.718709780542323,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not big, then the bear is not smart.","If the bear was smart, the bald eagle would be big.",15.84213253833617,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not big, then the bear is not smart.","If the bald eagle was big, the bear would not be smart.",25.349016762360495,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is strong, then Harry is not nice.","If Harry was nice, he wouldn't be a strong bald eagle.",7.432998184513635,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is strong, then Harry is not nice.",Harry would not be nice without a strong bald eagle.,8.547873467924992,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not strong, then the crocodile is not sad.","If the crocodile is sad, the bald eagle is strong.",28.598002984753922,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not strong, then the crocodile is not sad.",The crocodile is not sad if the bald eagle is strong.,34.91665073071338,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is awful, then Alan is nice.",The bald eagle isn't awful unless Alan is nice.,26.20251007173262,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is awful, then Alan is nice.",Alan would be nice if it weren't for the awful bald eagle.,7.188959550044094,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not awful, then Dave is not rough.","If Dave was rough, the bald eagle would be awful.",14.043459416399545,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not awful, then Dave is not rough.","If the bald eagle was awful, Dave would not have been rough.",25.400289715190983,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is fierce, then the bear is boring.",The bald eagle isn't fierce if the bear isn't bored.,8.225964699966553,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is fierce, then the bear is boring.",The bald eagle isn't fierce if the bear isn't bored.,8.225964699966553,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not fierce, then Charlie is not tired.","When Charlie gets tired, the bald eagle is fierce.",21.876265974733542,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not fierce, then Charlie is not tired.",Charlie is not tired if the bald eagle is fierce.,37.773311868264216,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is heavy, then Gary is angry.",The bald eagle is not heavy unless Gary is angry.,32.03558799120807,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is heavy, then Gary is angry.","If the bald eagle wasn't heavy, Gary would be angry.",24.739977342883947,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not heavy, then the rabbit is not rough.",Bbald eagles are heavy if the bunnies are rough.,6.053236275429152,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not heavy, then the rabbit is not rough.",The bunny would not be rough if the bald eagle was heavy.,12.185143650641649,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is horrible, then Erin is not sleepy.","If Erin is sleepy, the bald eagle isn't horrible.",17.194656088289214,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is horrible, then Erin is not sleepy.","If the bald eagle wasn't horrible, Erin wouldn't be sleepy.",21.305413619585096,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not horrible, then the mouse is not wealthy.","If the mouse was wealthy, the bald eagle would be horrible.",15.84213253833617,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not horrible, then the mouse is not wealthy.","If the mouse was wealthy, the bald eagle would be horrible.",15.84213253833617,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is powerful, then Erin is not strong.","If Erin is strong, the Bald Eagle is not powerful.",11.081273786524347,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is powerful, then Erin is not strong.","If Erin is strong, the Bald Eagle is not powerful.",11.081273786524347,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not powerful, then the wolf is little.","If the wolf wasn't little, the bald eagle would be powerful.",15.718877363021207,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not powerful, then the wolf is little.","The wolf is little, if the bald eagle is powerful.",28.37502749013221,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is angry, then the dog is not kind.",The bald eagle is not angry if the dog is kind.,22.565828790862536,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is angry, then the dog is not kind.","If the bald eagle isn't angry, the dog is not kind.",53.03624596095554,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not angry, then the dog is not horrible.","If the dog was horrible, it would anger the bald eagle.",15.430296443705515,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not angry, then the dog is not horrible.",The dog is not horrible if the bald eagle is angry.,34.91665073071338,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is high, then Bob is beautiful.","If Bob wasn't beautiful, he wouldn't be a high bald eagle.",6.468490584192431,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is high, then Bob is beautiful.",Bob would be beautiful without a high bald eagle.,9.042713792226897,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not high, then the mouse is not dull.","The bald eagle is high, if the mouse is dull.",20.761564740514654,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not high, then the mouse is not dull.","The bald eagle is high, if the mouse is dull.",20.761564740514654,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is huge, then Bob is bad.","If Bob wasn't so bad, the bald eagle wouldn't be huge.",11.203754340102181,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is huge, then Bob is bad.","If the bald eagle wasn't huge, then Bob would be bad.",36.15855225145533,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not huge, then the tiger is wealthy.","If the tiger is not wealthy, then the bald eagle is huge.",38.05803001674947,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not huge, then the tiger is wealthy.","If the tiger is not wealthy, then the bald eagle is huge.",38.05803001674947,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is short, then Bob is not horrible.","If Bob was horrible, he wouldn't be short of a bald eagle.",6.917184228205474,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is short, then Bob is not horrible.",Bob would not be horrible if the bald eagle wasn't short.,13.508625657351418,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not short, then Fiona is not boring.","If Fiona is bored, the bald eagle will be short.",15.541642626174603,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not short, then Fiona is not boring.","If Fiona is bored, the bald eagle will be short.",15.541642626174603,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is thin, then the dog is bad.","If the dog wasn't bad, the bald eagle wouldn't be thin.",13.679192123121886,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is thin, then the dog is bad.",Bad for a dog if the bald eagle isn't thin.,13.674406678232565,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not thin, then Bob is tired.","If Bob isn't tired, the bald eagle will be thin.",13.912311644176565,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not thin, then Bob is tired.","If the bald eagle is thin, Bob is tired.",53.27206776493443,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is little, then the bear is boring.",The bald eagle is no little thing without the boredom.,13.832283585102266,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is little, then the bear is boring.","If the bald eagle wasn't little, the bear would be bored.",22.894156860669913,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not little, then the mouse is lovely.",The mouse would be lovely if the bald eagle was little.,13.188274750399428,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is tiny, then the lion is not quiet.",The bald eagle is not tiny if the lion is quiet.,22.565828790862536,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is tiny, then the lion is not quiet.",The lion would not be quiet if it weren't for the tiny bald eagle.,6.468490584192431,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not tiny, then the dinosaur is not tired.",The bald eagle is tiny when dinosaurs get tired.,12.468257194435667,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not tiny, then the dinosaur is not tired.",The dinosaur is not tired if the bald eagle is tiny.,34.91665073071338,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is wealthy, then Fiona is not sleepy.","If Fiona was sleepy, the bald eagle wouldn't be wealthy.",13.912311644176565,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is wealthy, then Fiona is not sleepy.","If the bald eagle wasn't wealthy, Fiona would not be sleepy.",23.505204106959603,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not wealthy, then the lion is reckless.","If the bald eagle was wealthy, the lion would be reckless.",26.776802959776298,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is poor, then the squirrel is angry.",The bald eagle is not poor unless the squirrel is angry.,40.17682558797496,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is poor, then the squirrel is angry.","If the bald eagle wasn't poor, the squirrel would be angry.",24.601372576927535,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not poor, then the mouse is not quiet.",The bald eagle would be poor without the mouse quiet.,9.37941528912046,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not poor, then the mouse is not quiet.","If the bald eagle was poor, the mouse would not be quiet.",25.349016762360495,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is dull, then Anne is rough.","If Anne wasn't rough, the bald eagle wouldn't be dull.",11.980914528565991,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is dull, then Anne is rough.",Anne would be rough without a dull bald eagle.,9.042713792226897,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not dull, then the leopard is nice.","Blistering leopards aren't nice, they're dull.",4.053997537205932,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not dull, then the leopard is nice.",A leopard would be nice if the bald eagle was dull.,13.188274750399428,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is rough, then the squirrel is rough.",Bald Eagles aren't as rough as squirrels.,3.696719741302181,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is rough, then the squirrel is rough.","If the Bald Eagle wasn't rough, the squirrel would be rough.",10.511846841633782,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not rough, then the bear is not fierce.","Bbald eagles are rough, if bears are fierce.",7.198551647532919,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not rough, then the bear is not fierce.",A bear is not fierce if the bald eagle is rough.,34.91665073071338,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is bad, then the bear is not fierce.",Bbald eagles are not bad if bears are fierce.,6.68986069184485,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is bad, then the bear is not fierce.","If the bald eagle wasn't a bad thing, the bear would not be fierce.",19.672746885239153,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not bad, then Charlie is not dull.",Bad bald eagle if Charlie is dull.,9.03644163026583,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not bad, then Charlie is not dull.",Bad bald eagle if Charlie is dull.,9.03644163026583,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is sad, then Alan is not round.","If Alan were round, it wouldn't be a sad sight to see a bald eagle.",5.7259987315337755,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is sad, then Alan is not round.",Alan is not round if the bald eagle is sad.,50.30989330530425,0,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not sad, then the bear is kind.","Bless the bald eagle, if not kind to bears.",13.126509735412402,1,Contraposition law,"if,then"
Synthetic,"If the bald eagle is not sad, then the bear is kind.","If the bald eagle is sad, the bear is kind.",57.85251258538566,0,Contraposition law,"if,then"
Synthetic,"If the tiger is kind, then Bob is not strong.","If Bob is strong, the Tiger is not kind.",12.17089148327575,1,Contraposition law,"if,then"
Synthetic,"If the tiger is kind, then Bob is not strong.","If Bob is strong, the Tiger is not kind.",12.17089148327575,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not kind, then Anne is not nice.","If Anne was nice, the Tiger would have been kind.",5.067971915201464,1,Contraposition law,"if,then"
Synthetic,"If the tiger is not kind, then Anne is not nice.",Anne would not be nice if the Tiger was kind.,4.890450761160591,0,Contraposition law,"if,then"
Synthetic,"If the tiger is quiet, then the wolf is not big.","If the wolves were big, the tigers wouldn't be quiet.",7.768562846380172,1,Contraposition law,"if,then"
Synthetic,"If the tiger is quiet, then the wolf is not big.",A wolf is not big if the tiger is quiet.,40.292759186936564,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not quiet, then the bald eagle is kind.",The tiger would be quiet if it weren't for the kind of bald eagle.,6.256118460580956,1,Contraposition law,"if,then"
Synthetic,"If the tiger is not quiet, then the bald eagle is kind.","If the tiger was quiet, the bald eagle would be kind.",22.516517620830943,0,Contraposition law,"if,then"
Synthetic,"If the tiger is round, then the cat is not dull.",Tigers are not round if the cats are dull.,7.817610446892725,1,Contraposition law,"if,then"
Synthetic,"If the tiger is round, then the cat is not dull.",The cat is not dull unless the tiger is round.,40.292759186936564,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not round, then Erin is not awful.","If Erin is awful, the Tiger is round.",9.055077088263774,1,Contraposition law,"if,then"
Synthetic,"If the tiger is not round, then Erin is not awful.",Erin would not be awful if a tiger were round.,4.890450761160591,0,Contraposition law,"if,then"
Synthetic,"If the tiger is nice, then Alan is fierce.","If Alan wasn't fierce, then a tiger wouldn't be nice.",6.917184228205474,1,Contraposition law,"if,then"
Synthetic,"If the tiger is nice, then Alan is fierce.",Alan is fierce if the tiger isn't nice.,19.081654556856684,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not nice, then Anne is lovely.","If Anne wasn't lovely, a tiger would have been nice.",4.6192151051305474,1,Contraposition law,"if,then"
Synthetic,"If the tiger is not nice, then Anne is lovely.",Anne would be lovely if the tiger was nice.,9.042713792226897,0,Contraposition law,"if,then"
Synthetic,"If the tiger is smart, then the cat is tired.",The Tiger isn't smart if the Cat isn't tired.,6.754312828675707,1,Contraposition law,"if,then"
Synthetic,"If the tiger is smart, then the cat is tired.",The cat is tired if the tiger isn't smart.,17.242221289766636,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not smart, then Gary is bad.","If Gary wasn't bad, the Tiger would have been smart.",4.6192151051305474,1,Contraposition law,"if,then"
Synthetic,"If the tiger is not smart, then Gary is bad.",If the Tiger is smart Gary is bad.,27.329690878399827,0,Contraposition law,"if,then"
Synthetic,"If the tiger is clever, then Erin is not small.","If Erin is small, the tiger is not clever.",20.962499162907317,1,Contraposition law,"if,then"
Synthetic,"If the tiger is clever, then Erin is not small.","If Erin is small, the tiger is not clever.",20.962499162907317,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not clever, then Gary is not tired.","If Gary gets tired, the Tiger is clever.",5.227951194441903,1,Contraposition law,"if,then"
Synthetic,"If the tiger is not clever, then Gary is not tired.",Gary is not tired if the tiger is clever.,29.97004972035435,0,Contraposition law,"if,then"
Synthetic,"If the tiger is dull, then the cat is not small.",The tiger would not be dull if the cat were small.,10.135943830402923,1,Contraposition law,"if,then"
Synthetic,"If the tiger is dull, then the cat is not small.",The tiger would not be dull if the cat were small.,10.135943830402923,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not dull, then Anne is little.","If Anne wasn't a little, the tiger would have been dull.",7.432998184513635,1,Contraposition law,"if,then"
Synthetic,"If the tiger is not dull, then Anne is little.",Anne would be little if the tiger was dull.,9.042713792226897,0,Contraposition law,"if,then"
Synthetic,"If the tiger is rough, then Anne is lovely.","If Anne wasn't lovely, then the tiger wouldn't be rough.",8.47178590796544,1,Contraposition law,"if,then"
Synthetic,"If the tiger is rough, then Anne is lovely.",Anne would be lovely without a rough tiger.,5.708765135015525,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not rough, then the tiger is not smart.","If the Tiger is smart, it's rough.",7.805069386252457,1,Contraposition law,"if,then"
Synthetic,"If the tiger is not rough, then the tiger is not smart.","If the tiger is rough, it's not smart.",28.926256292692813,0,Contraposition law,"if,then"
Synthetic,"If the tiger is lazy, then the squirrel is not slow.",Tigers aren't lazy if squirrels are slow.,6.8803707079889325,1,Contraposition law,"if,then"
Synthetic,"If the tiger is lazy, then the squirrel is not slow.",The squirrel is not slow if the tiger isn't lazy.,24.71244254525359,0,Contraposition law,"if,then"
Synthetic,"If the tiger is not lazy, then the dinosaur is horrible.","If the tiger was lazy, the dinosaur would have been horrible.",19.029015008374724,0,Contraposition law,"if,then"
Synthetic,"If the tiger is slow, then the dog is not round.",The Tiger is not slow when the Dog is round.,10.165191946199384,1,Contraposition law,"if,then"
Synthetic,"If the tiger is slow, then the dog is not round.",The dog is not round unless the tiger is slow.,40.292759186936564,0,Contraposition law,"if,then"
