Origin,Original_Sentence,Generated_Sentence,BLEU_Score,Label,Tag,logic_words
ReClor,"If Americans want to smoke, they should be free to do so, and if a market exists, businesses should be able to meet that demand.","If Americans should not be free to smoke, then if the market exists, businesses should be able to meet demand.",39.78723722251966,1,Contraposition law,"['and', 'so']"
ReClor,"In discussing the pros and cons of monetary union among several European nations, some politicians have claimed that living standards in the countries concerned would first have to converge if monetary union is not to lead to economic chaos.","If some politicians claim that living standards in the countries concerned must not converge, then the money unions will first lead to economic chaos among several European nations discussing the pros and cons of them.",39.41763359268852,1,Contraposition law,['and']
ReClor,Megan: People pursue wealth beyond what their basic needs require only if they see it as a way of achieving high status or prestige.,"If it were not for Megan, who said people pursue wealth beyond what their basic needs require, he would not have seen it as only achieving high status or prestige.",37.156923165936874,1,Contraposition law,"['as', 'or']"
ReClor,"So, if you have enough of it, you can exchange it for whatever other material goods you may need or want even if you are indifferent to what others think of you.","If you can't exchange it for whatever other material good you may need or want, even if you're indifferent to what others think of you, then you don't have enough.",42.51050439969978,1,Contraposition law,"['so', 'or']"
ReClor,"Lin: No, the companies would still have sufficient leverage in negotiations if they hired temporary replacements.","If Lin said the company still does not have sufficient leverage in negotiations, they will hire a temporary replacement, and no.",18.331704949485054,1,Contraposition law,['still']
ReClor,"Thus, chain bookstores' success has been to the detriment of book consumers, for the shortage of independent bookstores has prevented the variety of readily available books from growing as much as it otherwise would have.","If the success of a chain store is, if not more, to the detriment of the book consumer, then the success of a chain store is not as much a detriment to the book consumers as it is to the extent that the shortage of independent book stores prevents the growth of a variety of books readily available.",11.322034491095216,1,Contraposition law,"['otherwise', 'as', 'thus', 'much as']"
ReClor,"The Green Ensemble, a nonprofit theater group, has always been financially dependent on contributions from corporations and would have been forced to disband this year if any of its corporate sponsors had withdrawn their financial support.","If the Green Ensemble, a profit theater group, always depended on corporate contributions financially and was forced to disband this year, any corporate sponsor would not withdraw financial support from the group.",21.631611743624166,1,Contraposition law,['and']
ReClor,"Ttherefore, downloading music on these websites actually encourages consumers to purchase more albums than they otherwise would.","Actually, if downloading music from this website encourages consumers to purchase more albums than they otherwise would, then it is actually encouraging consumers to purchase more albums.",33.6170468567365,1,Contraposition law,['otherwise']
ReClor,"Admittedly, if most of the assets were owned by quite affluent households, and most of the debt was owed by low-income households, high household debt levels could have been the cause of the recession despite high asset values: low-income households might have decreased spending in order to pay off debts while the quite affluent ones might simply have failed to increase spending.","Admittedly quite affluent households own most of their assets and low-income households owe most of their debt, so they can decrease spending to pay off debt but they can simply fail to increase spending if the household debt level is high, but if recession can be caused by high household debt levels then it is not inevitable.",13.012390410069383,1,Contraposition law,"['while', 'and']"
ReClor,"Principle: If one does not criticize a form of behavior in oneself or vow to stop it, then one should not criticize that form of behavior in another.","If the principle is that one should criticize that form of behavior as another, then one should criticize its own form of behavior or vow to stop it.",36.17494603879526,1,Contraposition law,"['then', 'if,then', 'or']"
ReClor,"Environmentalists propose replacing gasoline with methanol, which does not produce significant quantities of benzene when burned.","If environmentalists propose replacing gasoline with methanol which produces significant quantities of benzene, that will not happen.",34.80442076026084,1,Contraposition law,['when']
ReClor,"Faculty strikes harm a university' s students, and I accept the principle that an employee strike shouldn' t be legally permitted if it would harm the employer' s customers.","If a faculty strike harms a university student and I accept the principle that employees should be permitted to strike by law, then it will not be harmful to the customer.",17.666836236161657,1,Contraposition law,['and']
ReClor,"Menkin: If your principle is correct, then, contrary to what you claim, employee strikes should almost never be legally permitted.","Your principles are correct Menkin, if it is said that, contrary to your claim, employers should almost never be allowed to strike under the law.",14.752569038049879,1,Contraposition law,['then']
ReClor,Ethicist: The penalties for drunk driving are far more severe when the drunk driver accidentally injures people than when no one is injured.,"If an ethical person said the penalties for drunk driving are far more severe than no one was injured, then that would not happen accidentally to the person.",27.199778234956106,1,Contraposition law,['when']
ReClor,"Conventional wisdom suggests vaccinating elderly people first in flu season, because they are at greatest risk of dying if they contract the virus.","If conventional wisdom suggests that elderly people get first vaccinated during the flu season, they are at greatest risk of dying, not if they are at greatest risk of contracting the disease.",25.135449840817156,1,Contraposition law,['because']
ReClor,"If these trends in fuel production and usage continue, ttherefore, Malvernian reliance on foreign sources for fuel is likely to decline soon.","This trend of fuel production and use will continue, so if Malvernia's dependence on foreign sources for fuel soon declines, that is unlikely.",19.98573974138024,1,Contraposition law,['and']
ReClor,"If a store does not process pictures properly, the customer is owed a refund, so if the customer' s claim is correct, the store owes her a refund.","If the store is not owed a refund to the customer, they are owed a refund if their claim is correct, because they did not process the pictures properly.",16.297944664383017,1,Contraposition law,['so']
ReClor,"So if the next song Amanda writes is not a blues song, it probably will not involve more than three chords.",If the next song Amanda writes is probably more than three chords it is a blues song.,37.644278726334164,1,Contraposition law,"['so', 'next']"
ReClor,An action is morally wrong if and only if it would be reasonably expected to reduce the aggregate wellbeing of the people affected by it.,"Not only if the action is morally wrong, but if it is not, it is not only reasonable expectation that it reduces the aggregate well-being of those affected.",11.635402454082566,1,Contraposition law,['and']
ReClor,The effect remains quite strong during colder months if the garden is well coordinated with the room and contributes strong visual interest of its own.,"If the effects remain quite strong in colder months, it will not be able to well coordinate the garden with the room and contribute to strong visual interest.",15.295559337528834,1,Contraposition law,['and']
ReClor,"If heroin were legalized and made available cheaply, as some people advocate, neither of these reasons would apply.","If this reason applies either, then heroin is not legalized and made available cheaply as some people advocate.",31.310657168927865,1,Contraposition law,"['as', 'and']"
ReClor,"Now the puppy enters the street only when accompanied by Carla, so Carla was justified in disciplining the puppy.","If the puppy isn't now entering the street, then only Carla is with him, so his discipline is not justifiable.",5.774215690081124,1,Contraposition law,"['when', 'so']"
ReClor,"But that prediction would not have adversely affected the dollar had it not been for the government' s huge budget deficit, which must ttherefore be decreased to prevent future currency declines.","If that prediction is to adversely affect the dollar, then the government's budget deficit is huge and therefore must be decreased to prevent future currency declines.",33.26485423095385,1,Contraposition law,['but']
ReClor,An economy can never grow if consumers aren' t able to purchase goods and services.,"If the economy can ever grow, consumers can purchase goods and services.",26.279464298691586,1,Contraposition law,['and']
ReClor,"When ideas are openly aired, good ideas flourish, silly proposals are easily recognized as such, and dangerous ideas can be responded to by rational argument.","If good ideas don't flourish, silly propositions are easily recognized as such and dangerous ideas can be responded to rational argument, then they won't be openly aired.",35.96889378978846,1,Contraposition law,"['as', 'when', 'and']"
ReClor,It is unethical for government officials to use their knowledge of impending policies to financially benefit themselves if that knowledge is not available to the general public.Political advertisement: Sherwood campaigns as an opponent of higher taxes.,"If government officials use knowledge of impending policies for their financial benefit, it is ethical for the general public to use this knowledge. Political ads, Sherwood campaigned against higher taxes.",14.055760001389618,1,Contraposition law,['as']
ReClor,Thus the view that in no situation can we know what action is morally right would be true if an action' s being morally right were the same as the action' s having the best consequences.,"If the action is the same as a moral right with the best consequences, then not if the view that we can know what is morally right is true.",12.292086298658024,1,Contraposition law,"['as', 'thus']"
ReClor,"Thus, a given number of people will produce less pollution if concentrated in a large city than if dispersed among many small towns.","If given a number of people produce less pollution than disperse among many small towns, they will not be concentrated in large cities.",21.154387385069196,1,Contraposition law,['thus']
ReClor,So North American health officials are derelict in their duty to protect the public health if they do not encourage North Americans to increase the proportion of whole grains in their diets.,"If North American health officials aren't derelict from their duty to protect public health, they encourage North Americans to increase the proportion of whole grains in their diet.",51.59455545844249,1,Contraposition law,['so']
ReClor,"Because egg shells keep the actual food to be consumed from touching the Styrofoam, used Styrofoam need not be as thoroughly cleaned when made into egg cartons as when made into other food containers.","If the egg shell keeps the actual food it can consume from touching the Styrofoam, it needs to be thoroughly cleaned, as it is made in cartons of eggs as it is in other food containers.",21.423134485841246,1,Contraposition law,"['as', 'when', 'because']"
ReClor,"Nevertheless, the poll results indicate that expansion of the rail system, if successfully completed, would be unlikely to achieve its goal of easing congestion, because .","If the poll results indicate that expansion of the rail system is likely to achieve its goal of ease congestion, why not complete it successfully?",44.14503858824064,1,Contraposition law,"['nevertheless', 'because']"
ReClor,"Granted, if one has a small child in the house, then one ought to block access to stairs completely, but a licensed driver is a capable adult who should know better.","Granted, if one has no small child in the house, one shouldn't completely block the access to the stairs, but a licensed driver is a capable adult who can better know what should be known.",45.700814155257014,1,Contraposition law,"['but', 'then', 'if,then']"
ReClor,"When, on a particular shopping trip, a consumer purchases an item which he previously had no intention of purchasing, this sale is called an impulse purchase.","If this purchase isn't called an impulse purchase, consumers will purchase items they previously intended to purchase on a particular shopping trip.",21.293915119359244,1,Contraposition law,"['when', 'previously']"
ReClor,Theodore will be able to file his tax return on time only in the event that he has an accountant prepare his tax return and the accountant does not ask Theodore for any additional documentation of his business expenses.,"If Theodore could not file his tax return on time, he would only have the accountant prepare the return and ask for any additional documents on his business expenses.",24.53199780433997,1,Contraposition law,['and']
ReClor,Principle: Anyone who has more than one overdue book out on loan from the library at the same time must be fined if some of the overdue books are not children' s books and that person has previously been fined for overdue books.,"If it is not the principle that anyone who has more than one overdue library loan at the same time must be fined, some of the overdue books are children's books and have previously been fined.",43.87529454333041,1,Contraposition law,"['and', 'previously']"
ReClor,"Psychiatrist: Breaking any habit is difficult, especially when it involves an addictive substance.","The psychiatrist said it is not difficult to break any habit, especially one that involves an addictive substance.",24.688498672025876,1,Contraposition law,['when']
ReClor,"Ttherefore, if Blankenship Enterprises in fact turns out to show no profit for the year, it will also turn out to be true that the company had to switch suppliers during a large production run.","If it also turns out that Blankett Enterprises had to switch suppliers when they were in a large production run, it would in fact turn out that they were showing a year-over-year profit.",17.27985364560587,1,Contraposition law,"['in fact', 'also']"
ReClor,"If we mount a similar style sales campaign with Product S, we are likely to vault this into popularity in its own sector, with a similarly robust sales trajectory.","If we are not likely to vault a Product S with a similar robust sales trajectory into popularity in its sector, we will not mount a similar sales campaign with it.",23.01199480402486,1,Contraposition law,['similarly']
ReClor,She claims that the extension would improve the school's average score on the math section of the state assessment by allowing students more time to complete math homework that they wouldn't otherwise have time to complete.,"If she claimed that the extension improved school average scores in the state assessment mathematics section by allowing students more time to complete math homework that they have to complete, she would not claim that the extension improved school's average scores in the math section of the state assessment.",38.2683126677123,1,Contraposition law,['otherwise']
ReClor,"Book Review: When I read a novel set in a city I know well, I must see that the writer knows the city at least as well as I do if I am to take that writer seriously.","If the book is a review, I wouldn't take it seriously when I read a novel set in a city I know well. I wouldn't have to see a writer know a city as well as I do.",34.14391631058127,1,Contraposition law,"['as', 'when', 'as well']"
ReClor,"If the writer is faking, I know immediately and do not trust that writer.","If I knew immediately and trusted the writer, he wouldn't have faked it.",7.692375026049747,1,Contraposition law,['and']
ReClor,"When landfills are operated properly, such materials pose no threat.","If such materials pose a threat, the landfill will not be properly operated.",12.500763055889768,1,Contraposition law,['when']
ReClor,"However, when landfills are not operated properly, lead and mercury from them contaminate groundwater, for example.","If the lead and mercury from the landfills are not contaminating the groundwater, for example, they will not be operating properly.",25.743005077229938,1,Contraposition law,"['however', 'when', 'and', 'for example']"
ReClor,"Only poetry cannot be translated well, and ttherefore it is poets who preserve languages, for we would not bother to learn a language if we could get everything written in it from translation.","If only poetry can be translated well, the poet preserves the language because we bother to learn the language, we can get everything written in it from translation.",30.80307043031331,1,Contraposition law,['and']
ReClor,"Politician: My opponents argue that the future of our city depends on compromise -- that unless the city' s leaders put aside their differences and work together toward common goals, the city will suffer.","If politicians say their opponents are arguing that our future depends not on compromise, our city will suffer if our leaders put their differences aside and work together towards common goals.",9.934978870625962,1,Contraposition law,"['unless', 'and']"
ReClor,"Unless you' re assuming that the differences among the city' s leaders are differences of principle, your argument depends on a misleading use of the term  .","If your argument does not depend on misleading use of the term, you assume that city leaders are different on principle.",16.82980513886373,1,Contraposition law,['unless']
ReClor,"Since the province' s budget is required to be in balance, either new taxes would be needed to make up the shortfall, in which case the purpose of the refund would be defeated, or else workers for the province would be dismissed.","If the province's budget is required to be balanced, new taxes are not needed to make up the shortfall, then the purpose of the refund is defeated, and the province's workers are dismissed otherwise.",40.571607280909966,1,Contraposition law,"['else', 'either,or', 'or', 'since']"
ReClor,"If a person chooses to walk rather than drive, there is one less vehicle emitting pollution into the air than there would be otherwise.","If people choose to walk rather than drive, there will be less vehicles emitting pollutants into the air than there will be no such thing.",37.30786950813074,1,Contraposition law,"['otherwise', 'rather']"
ReClor,"Ttherefore if people would walk whenever it is feasible for them to do so, then pollution will be greatly reduced.","If there is not a great reduction in pollution, people will walk whenever it is feasible.",19.14519342958448,1,Contraposition law,"['then', 'so', 'if,then']"
ReClor,But medical research should be permitted only if it is likely to reveal important information about a medical condition and is known to pose only a minimal risk to the subjects.,"If medical research is not permitted, it is likely to reveal important information about medical conditions, and it is known only that it poses a minimal risk to the subject.",36.80356839346386,1,Contraposition law,"['but', 'and']"
ReClor,"Furthermore, it can best be understood as a whole, its parts are so interconnected that none could exist without support from many others.","If it can be understood as a whole, and because it is so interconnected, that it can exist, then it would be best if many others supported it.",20.853180741017606,1,Contraposition law,"['as', 'furthermore', 'so']"
ReClor,"Whenever she considers voting in an election to select one candidate for a position and there is at least one issue important to her, Kay uses the following principle in choosing which course of action to take: it is acceptable for me to vote for a candidate whose opinions differ from mine on at least one issue important to me whenever I disagree with each of the other candidates on even more such issues, it is otherwise unacceptable to vote for that candidate.","If Kay uses the following principles, I can accept a vote for a candidate who is opinionated on at least one of the issues important to him, and if he considers voting in elections to select one candidate for a position, I choose an action course, and if I use the principles of the following, I can accept a vote for a candidate who is opinionated on at least one of the issues",20.06796060331062,1,Contraposition law,"['otherwise', 'and']"
ReClor,"When parents never reprimand their children, they are in effect rewarding them for unacceptable behavior, and rewarded behavior tends to recur.","If the parent rewards the child for behavior that is acceptable and the reward behavior tends to recur, then the parent will never reprimand the child.",11.56809589245347,1,Contraposition law,"['when', 'and']"
ReClor,"Only if they are convinced both that their efforts are necessary for the accomplishment of this goal, and that these efforts, if expended, will actually achieve it, will people follow a leader.","Not only are people not going to be convinced that they need to make an effort to accomplish this goal, but that if it were actually accomplished on an expense, it would be only if they followed the leader.",5.964585836300506,1,Contraposition law,['and']
ReClor,"Reporter: But if we increase public access to the bay, it will soon become polluted again.","If the reporter said the bay would not be becoming polluted again soon, but that we would increase public access to it, then no.",13.254512146117515,1,Contraposition law,['but']
ReClor,"Ttherefore, if and when the public is given access to the bay, it will not get polluted.","If the bay is polluted, then it is not accessible to the public, and it is now.",8.046692387323077,1,Contraposition law,"['if and when', 'when', 'and']"
ReClor,Ecologists predict that the incidence of malaria will increase if global warming continues or if the use of pesticides is not expanded.,"If ecologists predict malaria incidence will not increase, global warming will continue or pesticide use will expand.",5.023385466602648,1,Contraposition law,['or']
ReClor,"The claim about literature must be rejected, however, if one regards as legitimate the imagists' poems, which consist solely of amalgams of disparate images.","If the claims of literature do not have to be rejected, one cannot regard an imagined poet whose poem is solely a amalgamation of disparate images as legitimate.",10.156971830473333,1,Contraposition law,"['however', 'as']"
ReClor,"If there is such a need for the citizenry to have a better understanding of international affairs, then all of our new teachers must be prepared to teach their subject matter with an international orientation.","If all our new teachers have to be prepared to teach their subject matter internationally, then such a better understanding of the subject matter by the citizenry is not necessary.",30.525709360624905,1,Contraposition law,"['then', 'if,then']"
ReClor,"Ttherefore, if the Hollywood replaced some of its seating with high tables and stools, its profits would increase.","If not, so does Hollywood's profit increase, it will replace some of its seats with high tables and stool.",16.299446731288942,1,Contraposition law,['and']
ReClor,"If the critics were right about this, then there would not be the tremendous public support for the project that even its critics acknowledge.","If the public had tremendous support for the project, which even critics acknowledged, they wouldn't be right about this.",16.865982749406445,1,Contraposition law,"['then', 'if,then']"
ReClor,Critic: A novel cannot be of the highest quality unless most readers become emotionally engaged with the imaginary world it describes.,"If critics say the novel's highest quality may be, it will not become emotionally engaged with the imaginary world it describes.",40.78442837439494,1,Contraposition law,['unless']
ReClor,"If one has recently been overwhelmed by overstimulation, peaceful rest feels pleasant by contrast.","If peaceful rest is not feeling pleasant, it will not be overly overwhelming in recent times, overstimulating one.",4.968018039415939,1,Contraposition law,['by contrast']
ReClor,"If the book were very popular, one could reasonably conclude that it gave people pleasure and ttherefore that at least some of what is written in the book is not true.","If one can reasonably conclude that the book gives people pleasure, so at least some of its writings are true, then it is not very popular.",15.471050089817876,1,Contraposition law,['and']
ReClor,"However, even successful predictions of human behavior do not provide an understanding of it, for understanding a human action requires knowing its goal, even though such knowledge of goals either cannot or need not be obtained in the case of nonhuman behavior.","However, if successful predictions of human behavior provide understanding, understanding human actions requires knowing the goal of the human action, whether it is possible or necessary to obtain it.",11.811242089312165,1,Contraposition law,"['though', 'however', 'either,or', 'or']"
ReClor,"Lance: If experience teaches us nothing else, it teaches us that every general rule has at least one exception.","If experience doesn't teach us at least one exception to every general rule, then nothing else, LANCE.",22.475693988901025,1,Contraposition law,['else']
ReClor,"If we assume that it is true, then there is at least one general rule that has no exceptions.","If there is at least one general rule other than that, we cannot assume it is true.",38.369959579595005,1,Contraposition law,"['then', 'if,then']"
ReClor,"Analysts would stand to gain if this were true, but they are being overly optimistic. As consumption decreases, so will corporate earnings, ttherefore high stock prices will not be justified, and thus boomers' money will more likely flow into investments other than stocks.","This is true, but the analyst stands for gain, he is over optimistic. With the decrease in consumption, the high stock prices will be justified, so the money of the boomers will more likely flow to other investments, than to stock.",16.442095533393626,1,Contraposition law,"['but', 'as', 'and', 'so', 'thus']"
ReClor,Hospital patients generally have lower infection rates and require shorter hospital stays if they are housed in private rooms rather than semiprivate rooms.,"If hospital patients generally have lower infection rates and require shorter stays, they won't be housed in private rooms instead of semiprivate rooms.",45.01182872782869,1,Contraposition law,"['rather', 'and']"
ReClor,"Books about artwork, unless they are intended for a general audience, ought to include discussions of both the meaning behind the piece of art and the background of the artist who created that piece.","If an art book should not include discussions of what an art piece means and the background of the artist who created it, it is intended for a general audience.",32.59504635483081,1,Contraposition law,"['unless', 'and']"
ReClor,"If we were as concerned about protecting the privacy of people as we say we are, then reporters would be required to automatically distort the features of the people they interview too.","If the reporter does not automatically distort the features of people he has interviewed too, then we would not be as concerned about protecting his privates as we say.",25.016913393865504,1,Contraposition law,"['then', 'as', 'if,then']"
ReClor,"Jessica: But consider this: A person being interviewed can simply ask to have his or her features distorted if he or she wants privacy, where it might not be possible for the bystanders to know they are being filmed.","But if you don't consider the face-to-face interviewer able to ask for distortion, Jessica simply wants to be private where bystanders can know who is filming her.",1.754176855659354,1,Contraposition law,"['but', 'or']"
ReClor,"Thus, if blood glucose levels fall too low, brain cells will rapidly starve, leading to unconsciousness and death.","Without rapid starvation of brain cells, blood sugar levels would not fall too low, leading to unconsciousness and death.",41.58468660054065,1,Contraposition law,"['and', 'thus']"
ReClor,University president: We will be forced to reduce spending next year if we do not increase our enrollment.,"If the university president says we won't be forced to reduce spending next year, we will increase our enrollment.",37.95418722091349,1,Contraposition law,['next']
ReClor,"So, if we are to maintain the quality of the education we provide, we must market our programs more aggressively.","If we do not have to market our programs more aggressively, then we cannot maintain the quality of the education we provide.",47.027963408204904,1,Contraposition law,['so']
ReClor,"If meat yields are reduced, however, some farmers will go out of business.","If some farmers don't go out of business, then meat yields won't be reduced.",17.92334464048543,1,Contraposition law,['however']
ReClor,"Labor representative: Social historians have shown conclusively that if workers strike when the working conditions at their jobs are poor, those conditions usually significantly improve after five years.","Labor representatives have said that social historians have definitively shown that if the poor working conditions at the workers' jobs don't usually improve significantly after five years, they won't strike at that time.",8.807770766510172,1,Contraposition law,"['when', 'after']"
ReClor,Moralist: A statement is wholly truthful only if it is true and made without intended deception.,If the moralists say the statement is not whole and is made only by intentional deception.,7.25293382452225,1,Contraposition law,['and']
ReClor,"A statement is a lie if it is intended to deceive or if its speaker, upon learning that the statement was misinterpreted, refrains from clarifying it.","If the statement isn't a lie, it is not intended to deceive or a speaker refrains from clarifying itself upon learning it is misinterpreted.",17.783877553607592,1,Contraposition law,['or']
ReClor,"Gerald: Unless a consumer secures his or her home wireless Internet service, anyone strolling by is able to access that person' s service with certain laptop computers or smartphones.","Gerald, if it were not for the fact that anyone strolling by could access consumers services via a certain laptop computer or smartphone, he would have secured his wireless Internet service in the home.",8.557402011940177,1,Contraposition law,"['unless', 'or']"
ReClor,"Environmentalists tracking the effects of pollution have increasingly paid heed to indicator species, yet environmentalists would be misguided if they attributed the loss of a population to pollution in all cases.","If environmentalists tracking the effects of pollution are not misguided, they will in all cases attribute population losses to pollution, but will increasingly not pay attention to the species indicators.",18.376711147874328,1,Contraposition law,['yet']
ReClor,"If Herbert had committed the murder, the police would have found either his fingerprints or his footprints at the scene of the crime.","If police did not find Herbert's finger or footprint at the crime scene, he would not have committed murder.",5.839858465761144,1,Contraposition law,"['either,or', 'or']"
ReClor,"But if Samantha was the murderer, she would have avoided leaving behind footprints or fingerprints.","If Samaritan had not avoided leaving behind a footprint or finger, he would not have committed murder.",9.629943614188138,1,Contraposition law,"['but', 'or']"
ReClor,"Just imagine the ethical, social, and economic consequences that would result if it ever became possible to prevent them.","If only you imagined the ethical, social and economic consequences that would never have resulted, it would have never become possible to prevent them.",35.955975361320206,1,Contraposition law,['and']
ReClor,"To improve the long-term savings rate of the citizens of Levaska, the country' s legislature decided to implement a plan that allows investors to save up to $1, 000 per year in special accounts without paying taxes on the interest earned unless withdrawals are made before the investor reaches age sixty-five.","If the Legislative Government of Latvia decides to implement a plan that would allow investors to save up to $1,000 annually in a special account by paying taxes on earned interest, before they reach the age of 65.",16.140740325495653,1,Contraposition law,"['unless', 'before']"
ReClor,"If a complaint reveals an unanticipated problem, the regulations are expanded to cover the new issue, and for this reason an ideal bureaucracy will have an everexpanding system of regulations.","The complaint revealed anticipated problems to cover new issues, so if regulation is not expanded the ideal bureaucracy would have a great expanding system of regulation.",4.78220789127674,1,Contraposition law,['and']
ReClor,Sharita: Anyone who owns a cat should have it spayed or neutered unless they are willing to take care of the cat' s offspring.,"If anyone owns a cat should be spayed or neutered, Sharita, you are willing to care for your offspring.",17.906463389221063,1,Contraposition law,"['unless', 'or']"
ReClor,"People feed these animals out of kindness, but doing so only exacerbates the problem unless the cats are then captured and adopted.","If people feed these animals with kindness, but that does not only exacerbate the problem, then capture and adopt the cat.",12.635227789398094,1,Contraposition law,"['but', 'unless', 'then', 'and', 'so']"
ReClor,"This trend will undoubtedly continue if the average age of these nations' populations continues to rise, since older people have fewer reasons to save than do younger people.",If this trend continues no doubt the average age of the population of this nation will continue to rise as older people have less reason to save than younger people do.,16.99516529602905,1,Contraposition law,['since']
ReClor,"If the city council maintains spending at the same level as this year' s, it can be expected to levy a sales tax of 2 percent next year.","If the city council is not expected to levy a 2% sales tax next year, it will not maintain spending at the same level as this year.",44.15224653105819,1,Contraposition law,"['as', 'next']"
ReClor,"Thus, if the council levies a higher tax, it will be because the council is increasing its expenditures.","If the council increases its expenditures, it will not thus levy higher taxes.",10.262764428950348,1,Contraposition law,"['thus', 'because']"
ReClor,"If this parking policy is unpopular with the faculty, then we should modify it.","If we shouldn't modify this parking policy, it would be popular with the faculty.",15.989214998944036,1,Contraposition law,"['then', 'if,then']"
ReClor,"If the plants were cultivated, then the people who occupied the site discovered agriculture thousands of years before any other people are known to have done so.","If the occupants of the site had discovered agriculture thousands of years before any other person knew what they were doing, the plants would not have been cultivated.",30.51114121000327,1,Contraposition law,"['then', 'so', 'if,then', 'before']"
ReClor,"On the other hand, if the plants were wild -- that is, uncultivated -- then the people who occupied the site ate a wider variety of wild plants than did any other people at the time.","If the occupiers of the site did not eat a wild plant, a wide variety than any other at the time, the plant would be wild (cultivated).",6.1488350812045445,1,Contraposition law,"['on the other hand', 'then', 'if,then']"
ReClor,Ethicist: A person who treats others well is more worthy of praise if this treatment is at least partially motivated by feelings of compassion than if it is entirely motivated by cold and dispassionate concern for moral obligation.,"If ethics people say that people who treat others well deserve praise, then at least in part, the feeling of compassion is not more motivating than the entire cold and dispassionate concern about moral obligations.",9.827905482257233,1,Contraposition law,['and']
ReClor,"Theater managers like it because, if plays that reflect audience demand are chosen for production, most performances generate large revenues.","If the theater manager doesn't like it, as most performances don't generate large revenues, then choosing a play that reflects the demand of the audience is not the choice of production.",6.305224310896851,1,Contraposition law,['because']
ReClor,"Last year there was also an 8 percent cut, and though private fund-raising was very difficult for the arts groups in the current recessionary economy, they did survive.","If the 8% cut also last year and the art group survived, although it would be very difficult for them to raise funds privately, it would not be the current recession economy.",6.316184084967409,1,Contraposition law,"['though', 'and', 'also']"
ReClor,"This criticism should not be taken too seriously, however, since its source is often a movie star or celebrity whose own lifestyle would, if widely adopted, destroy the environment and deplete our resources in a short time.","But if these criticisms are often taken too seriously, they should not be taken seriously, as they are often sourced from movie stars or celebrities with a lifestyle that destroys the environment and would deplete our resources.",17.717758503175986,1,Contraposition law,"['however', 'and', 'or', 'since']"
